Date,PM2.5 (μg/m3),O3 (ppm),NO2 (ppm),CO (ppm),SO2 (ppm),Temperature (°C),Precipitation (mm),Wind speed (m/s),Wind direction (°),RH (%),Solar irradiation (MJ/m2),Traffic volume (vehicles),
20230623 ,20,0.033,0.0247,0.64,0.0031,24.4,0,1.5,270,76.6,18.74,"54,562 ",
20230624 ,24,0.0397,0.02,0.55,0.0031,26.4,0,2,270,70.5,21.93,"50,211 ",
20230625 ,21,0.0358,0.0177,0.5,0.0029,28.2,0,2.1,140,64.9,23.62,"44,536 ",
20230626 ,10,0.0195,0.0192,0.5,0.003,24.2,30.3,2.9,200,88.6,3.39,"51,408 ",
20230627 ,10,0.0353,0.0189,0.46,0.003,25.3,2.5,3.2,230,73.1,20.95,"53,946 ",
20230628 ,19,0.0342,0.0213,0.54,0.0031,26.5,0,2.5,230,77.4,18.56,"54,081 ",
20230629 ,21,0.0218,0.0225,0.58,0.0031,24.2,63.8,2.3,200,95.4,2.31,"52,348 ",
20230630 ,21,0.0364,0.0212,0.57,0.003,25.3,1,1.8,250,89.8,10.02,"37,960 ",
20230701 ,16,0.0339,0.0163,0.49,0.003,27.7,0,2,250,76.9,29.21,"53,818 ",
20230702 ,12,0.0272,0.0112,0.41,0.0029,26.7,0,1.9,270,79.5,19.16,"38,485 ",
20230703 ,20,0.0332,0.0255,0.56,0.0031,29.1,0,1.8,270,72,25.34,"52,539 ",
20230704 ,22,0.0233,0.0245,0.59,0.0033,26.1,61.8,2.3,90,86.8,6.08,"51,783 ",
20230705 ,13,0.039,0.017,0.54,0.0031,24.5,15.3,3.7,230,82.6,19.96,"51,053 ",
20230706 ,24,0.0443,0.0259,0.72,0.0035,27.3,0,2.7,200,70.9,25.47,"53,657 ",
20230707 ,18,0.0333,0.0253,0.62,0.0036,26.7,0,2.3,110,64.9,23.96,"55,790 ",
20230708 ,6,0.0272,0.0216,0.52,0.0032,25.6,0,2.2,70,76.5,13.93,"46,291 ",
20230709 ,7,0.0277,0.0155,0.46,0.0029,24.7,47.5,2,50,86.4,8.07,"41,994 ",
20230710 ,17,0.035,0.0213,0.55,0.0031,26.3,11.5,2.3,250,80.4,18.41,"51,871 ",
20230711 ,9,0.023,0.0296,0.6,0.0033,23.5,58.3,1.9,50,92.4,2.21,"51,883 ",
20230712 ,13,0.0208,0.0206,0.5,0.0031,25.8,0.7,1.5,270,86.4,12.34,"53,907 ",
20230713 ,14,0.0084,0.0273,0.62,0.0032,25.2,91.6,1.6,70,95,2.63,"49,247 ",
20230714 ,10,0.0185,0.0175,0.47,0.0032,24.6,72.7,2.9,200,99.1,1.52,"51,573 ",
20230715 ,13,0.0284,0.0185,0.54,0.0034,24.5,2.3,3,180,93.5,3.16,"41,036 ",
20230716 ,13,0.0298,0.0143,0.44,0.0031,24.6,9.7,2.3,180,89.5,5.31,"44,819 ",
20230717 ,13,0.0201,0.0198,0.49,0.0035,25.5,1.4,1.7,200,86.1,10.78,"51,384 ",
20230718 ,7,0.0087,0.0166,0.51,0.0034,25.2,2.3,1.4,20,87.9,7.94,"53,338 ",
20230719 ,16,0.0282,0.0161,0.5,0.0035,27.2,0,1.7,290,78.8,26.41,"54,978 ",
20230720 ,37,0.0418,0.0212,0.65,0.0036,27.9,0,1.8,290,74,24.17,"53,115 ",
20230721 ,46,0.0621,0.0252,0.73,0.0037,29.5,0,1.8,50,69.6,23.64,"55,398 ",
20230722 ,20,0.0293,0.0182,0.49,0.0038,27.7,12.3,2.6,90,73.9,17.66,"29,765 ",
20230723 ,5,0.0095,0.0092,0.35,0.0031,25.2,40.2,2.1,200,94.3,2.37,"40,711 ",
20230724 ,14,0.0328,0.0189,0.49,0.0033,26.9,0.4,2,200,83.1,14.08,"52,196 ",
20230725 ,10,0.021,0.0157,0.42,0.0033,27.8,5.6,2.7,200,80.5,16.84,"54,449 ",
20230726 ,5,0.014,0.0144,0.38,0.0033,27.6,1,2.2,50,80.9,15.79,"53,930 ",
20230727 ,13,0.0223,0.0176,0.43,0.0035,28.4,0,1.9,50,78.1,18.25,"54,808 ",
20230728 ,21,0.022,0.0183,0.41,0.0038,29.5,0,2.1,270,72.4,23.36,"55,080 ",
20230729 ,19,0.0222,0.0127,0.35,0.0036,29.1,0,2,20,72.1,18.5,"47,418 ",
20230730 ,10,0.027,0.013,0.33,0.0031,28.8,25,1.9,20,72.5,21.99,"43,449 ",
20230731 ,19,0.0263,0.0143,0.39,0.0031,28.7,0.3,1.7,290,76.3,20.26,"52,447 ",
20230801 ,20,0.0422,0.0171,0.34,0.003,29.9,0,1.9,50,71.6,21.25,"53,469 ",
20230802 ,21,0.0303,0.0145,0.28,0.003,29.7,0,2.1,270,67.8,24.81,"52,807 ",
20230803 ,14,0.0229,0.0152,0.25,0.0031,29.5,0,2.1,270,67,25.4,"54,313 ",
20230804 ,12,0.0249,0.0132,0.22,0.0031,30,0,1.9,270,67.6,23.13,"54,978 ",
20230805 ,11,0.0255,0.0091,0.19,0.003,30.3,0,2,290,69,27.31,"47,443 ",
20230806 ,14,0.0255,0.0107,0.22,0.0027,29.8,4.9,1.7,290,76.5,12.95,"41,683 ",
20230807 ,5,0.0194,0.0167,0.18,0.0029,30.4,0,2.7,50,68.4,15.83,"51,667 ",
20230808 ,4,0.0189,0.0158,0.14,0.0029,30.9,0,2.9,50,60.5,23.96,"53,003 ",
20230809 ,4,0.0154,0.0132,0.17,0.0027,28.3,0.2,3.2,50,67.6,13.66,"53,533 ",
20230810 ,3,0.0303,0.0106,0.16,0.0027,22.2,86.1,3.7,50,91.9,2.42,"45,735 ",
20230811 ,9,0.0255,0.0192,0.14,0.0031,23.5,46.7,2.3,200,93.1,3.94,"51,004 ",
20230812 ,10,0.0216,0.0226,,0.003,23.3,1.5,1.9,50,91,4.19,"44,052 ",
20230813 ,17,0.0324,0.0175,,0.0031,27,0,1.7,50,76.9,17.49,"44,113 ",
20230814 ,27,0.0298,0.0186,0.54,0.0036,28.1,0,1.6,50,75.4,13.71,"52,896 ",
20230815 ,16,0.0301,0.012,0.43,0.0033,28.6,0,2.3,50,71.4,21.84,"45,175 ",
20230816 ,12,0.0296,0.0176,0.47,0.0034,27.3,0.3,2.1,50,72,15.46,"49,518 ",
20230817 ,18,0.0452,0.0221,0.59,0.0036,28.2,0,1.7,270,73,18.24,"53,947 ",
20230818 ,26,0.05,0.0237,0.61,0.0037,29.1,0.1,1.9,50,72.1,19.56,"55,984 ",
20230819 ,18,0.042,0.0192,0.53,0.004,29.1,0,1.9,250,68.9,21.24,"49,688 ",
20230820 ,17,0.039,0.0135,0.47,0.0034,28.3,0,1.6,270,71.8,15.87,"36,957 ",
20230821 ,15,0.025,0.0222,0.51,0.0037,29.5,0,2.4,200,69.8,19.04,"52,798 ",
20230822 ,12,0.0182,0.0182,0.45,0.0037,27.6,42.6,2.4,160,80.3,10.5,"52,666 ",
20230823 ,5,0.0245,0.0227,0.5,0.0034,24.8,41.8,2.2,50,91.3,3.33,"52,443 ",
20230824 ,3,0.0269,0.0204,0.49,0.0033,25.1,5.2,2.8,50,84.8,12.56,"54,593 ",
20230825 ,8,0.0346,0.0146,0.47,0.0034,26.5,0,2.6,270,77.9,20.42,"56,357 ",
20230826 ,23,0.0575,0.0203,0.65,0.0036,26.4,0,1.8,290,72.3,19.84,"50,264 ",
20230827 ,17,0.0324,0.0151,0.53,0.0033,26.1,0,1.8,50,75,12,"45,727 ",
20230828 ,7,0.019,0.0194,0.51,0.0031,22.7,10.4,3.3,50,87.5,3.99,"51,841 ",
20230829 ,7,0.0153,0.0181,0.49,0.0033,23.9,54.8,2.1,250,89.6,2.87,"52,157 ",
20230830 ,9,0.0151,0.0253,0.64,0.0035,22.8,3.5,1.1,200,88,4.42,"52,868 ",
20230831 ,11,0.0267,0.0214,0.55,0.0036,23.9,0,1.3,320,76.9,18.53,"55,543 ",
20230901 ,12,0.0325,0.0155,0.48,0.0034,24.5,0,2,270,70.6,24.59,"55,562 ",
20230902 ,15,0.0306,0.0212,0.52,0.0033,25.4,0,1.6,50,63.9,23.72,"51,207 ",
20230903 ,11,0.0223,0.0146,0.47,0.0031,25.8,0.1,2.2,50,77.8,12.19,"33,462 ",
20230904 ,9,0.0142,0.0178,0.48,0.0034,27,0.3,1.8,50,79.9,10.24,"52,144 ",
20230905 ,9,0.0223,0.0198,0.45,0.0035,28.5,0,1.8,290,69.5,19.14,"55,101 ",
20230906 ,8,0.0187,0.0205,0.47,0.0034,27.9,0,2.4,50,65.1,22.64,"55,739 ",
20230907 ,8,0.0251,0.0222,0.49,0.0033,26.3,0,2.5,50,54.8,24.56,"55,906 ",
20230908 ,8,0.0343,0.0163,0.42,0.0032,25.3,0,2.3,50,60.3,24.13,"55,540 ",
20230909 ,14,0.0379,0.018,0.46,0.0035,25.8,0,1.8,270,66.3,22.64,"50,479 ",
20230910 ,20,0.047,0.0155,0.49,0.0035,25.7,0,1.6,290,68.1,14.57,"46,315 ",
20230911 ,17,0.0446,0.0152,0.43,0.0033,25.5,0,1.9,270,67.3,14.79,"40,378 ",
20230912 ,15,0.0341,0.0185,0.45,0.0033,25.7,0,1.5,290,69.8,12.52,"54,931 ",
20230913 ,13,0.021,0.0258,0.52,0.0033,22.1,15.9,1.8,50,84.5,3.35,"53,556 ",
20230914 ,4,0.0215,0.0188,0.45,0.0032,23.4,0,2.4,70,72.4,13.7,"55,946 ",
20230915 ,4,0.0198,0.0197,0.47,0.0031,22.3,2.1,2.6,50,82.3,5.35,"51,799 ",
20230916 ,6,0.0156,0.0176,0.46,0.003,23.9,38.7,1.7,50,87.8,6.3,"47,342 ",
20230917 ,10,0.0323,0.012,0.4,0.0032,24.7,3,1.4,270,84.8,12.49,"39,570 ",
20230918 ,11,0.0287,0.0176,0.43,0.0039,24.7,0,1.9,270,79.1,13.83,"53,490 ",
20230919 ,17,0.034,0.0214,0.47,0.0035,24.1,0,1.6,270,81.1,8.98,"53,138 ",
20230920 ,14,0.0245,0.0229,0.51,0.0031,20.6,35.8,2.7,50,90.4,2.53,"52,600 ",
20230921 ,4,0.0254,0.0139,0.39,0.0066,20.1,0,2.3,50,70.9,13.28,"55,526 ",
20230922 ,8,0.0178,0.0177,0.47,0.0065,20.5,0,1.7,20,68.4,20.37,"43,318 ",
20230923 ,8,0.0192,0.0216,0.48,0.0039,21.8,0,2.5,50,63.9,19.69,"41,522 ",
20230924 ,4,0.03,0.0131,0.38,0.0029,21.8,0,2.9,70,56.4,19.16,"45,310 ",
20230925 ,4,0.0207,0.022,0.46,0.0031,21.6,1.9,2.3,50,66.4,11.15,"53,126 ",
20230926 ,3,0.0115,0.0219,0.5,0.003,19.9,27.8,2.4,50,95.8,2.33,"37,869 ",
20230927 ,5,0.0149,0.0157,0.46,0.0026,21.5,4.4,1.8,50,90.1,6.65,"52,734 ",
20230928 ,27,0.051,0.0114,0.65,0.0028,22.7,0,2,270,78.3,17.06,"40,893 ",
20230929 ,12,0.0368,0.0113,0.49,0.0027,21.1,0,1.4,270,61.5,16.39,"36,481 ",
20230930 ,11,0.0396,0.0126,0.48,0.0027,19.7,4.5,2.2,200,77,7.45,"37,347 ",
20231001 ,7,0.0355,0.0082,0.37,0.0026,18.4,0,2.4,290,59.5,20.05,"19,395 ",
20231002 ,7,0.023,0.0152,0.43,0.0025,18.2,0,1.7,320,53.8,19.93,"20,257 ",
20231003 ,10,0.0164,0.0213,0.54,0.0026,17.5,0,1.7,50,66.3,9.4,"19,273 ",
20231004 ,10,0.0275,0.0189,0.53,0.0027,17.3,14.7,2.1,20,75.5,12.11,"24,616 ",
20231005 ,5,0.0322,0.0084,0.36,0.0025,14.2,0,2.6,290,46.1,19.99,"24,934 ",
20231006 ,8,0.0186,0.0188,0.48,0.0027,15.5,0,1.6,270,55.3,17.92,"26,532 ",
20231007 ,8,0.0144,0.0233,0.55,0.0029,16.8,0,2.1,50,62.6,13.16,"23,572 ",
20231008 ,4,0.0208,0.0168,0.45,0.0025,17.1,0,2.5,50,67.1,5.92,"21,317 ",
20231009 ,5,0.0266,0.017,0.44,0.0025,17.4,1.2,1.9,50,68.1,11.77,"20,595 ",
20231010 ,10,0.0199,0.0185,0.51,0.0027,17.1,0,1.6,50,67.1,18.62,"26,107 ",
20231011 ,14,0.0127,0.0291,0.59,0.0029,17.6,0,1.7,50,57.5,17.49,"26,496 ",
20231012 ,15,0.0081,0.0318,0.61,0.003,17.5,0,1.5,20,62.4,14.4,"26,194 ",
20231013 ,25,0.0319,0.0272,0.54,0.0033,17.5,0,1.5,50,69.6,9.14,"26,221 ",
20231014 ,16,0.0115,0.0272,0.57,0.003,14.7,5.8,1.4,50,84.9,6.54,"23,661 ",
20231015 ,14,0.0282,0.0159,0.55,0.0028,16.1,0,2,250,80,13.73,"20,039 ",
20231016 ,17,0.0303,0.015,0.51,0.0031,14.7,0,2.4,290,57,18,"26,196 ",
20231017 ,12,0.0188,0.0253,0.53,0.0029,13.8,0,1.6,270,55.6,17.85,"26,107 ",
20231018 ,15,0.0186,0.035,0.66,0.0033,15.7,0,2.1,200,67,14.37,"26,548 ",
20231019 ,16,0.0163,0.0339,0.69,0.0035,17,8.2,1.5,180,82.5,2.88,"26,607 ",
20231020 ,6,0.0255,0.0082,0.37,0.0034,11.6,0,3.2,270,46.9,17.9,"26,970 ",
20231021 ,5,0.0199,0.0145,0.43,0.0029,10.4,1.1,2.3,290,54.8,16.7,"24,766 ",
20231022 ,9,0.0184,0.0196,0.49,0.0026,12.5,0,1.7,230,67.3,14.58,"22,090 ",
20231023 ,13,0.0195,0.0286,0.62,0.0029,15.2,0,1.7,50,73.8,12.64,"25,472 ",
20231024 ,17,0.0154,0.0351,0.66,0.0032,15.6,0,1.7,20,78.5,9.34,"26,471 ",
20231025 ,18,0.0186,0.032,0.63,0.0032,16.6,0,1.4,270,78.6,11.4,"26,760 ",
20231026 ,26,0.0263,0.0355,0.66,0.0033,17.2,0,2.1,50,79.4,5.79,"27,061 ",
20231027 ,15,0.0249,0.0167,0.49,0.0028,15.7,0,1.9,290,71.1,10.07,"27,218 ",
20231028 ,16,0.0115,0.0314,0.62,0.0034,14.2,0,1.4,20,62.9,15.3,"23,458 ",
20231029 ,16,0.02,0.0252,0.56,0.0031,14.9,0,1.7,50,61.6,15.3,"21,469 ",
20231030 ,23,0.0192,0.0353,0.65,0.0036,15.1,0,1.7,20,72,13.71,"25,461 ",
20231031 ,28,0.023,0.0337,0.65,0.0036,16.5,0,1.8,50,76,10.57,"26,366 ",
20231101 ,23,0.0345,0.0294,0.56,0.0035,19,0,2.4,200,81.8,2.23,"26,419 ",
20231102 ,16,0.0383,0.0257,0.52,0.0036,20.8,0,2.9,200,70.9,12.86,"26,528 ",
20231103 ,13,0.0281,0.0223,0.46,0.0031,19.5,8.5,2.8,180,83.3,6.1,"26,774 ",
20231104 ,14,0.0151,0.0196,0.54,0.0028,17.4,0,2.6,50,75.5,8.32,"23,525 ",
20231105 ,8,0.0205,0.017,0.46,0.0028,17.3,10.4,3.3,50,87,3.75,"20,821 ",
20231106 ,7,0.0291,0.0106,0.42,0.0026,13.3,45.8,4.9,250,84.9,4.42,"24,914 ",
20231107 ,6,0.0284,0.0122,0.37,0.0025,5.8,0,3.2,270,62.5,14.34,"26,639 ",
20231108 ,10,0.0092,0.0318,0.69,,8.4,0,1.7,50,55.1,13.65,"26,329 ",
20231109 ,15,0.012,0.0331,0.8,,11.4,5.1,2.1,50,73.1,6.78,"25,355 ",
20231110 ,8,0.0282,0.0092,0.39,0.003,3.4,0,3.9,320,53.1,14.52,"26,615 ",
20231111 ,8,0.0245,0.012,0.4,0.003,1.7,0,2.2,270,47.9,10.9,"24,148 ",
20231112 ,9,0.032,0.0074,0.38,0.0027,1.2,0,2.2,290,53.8,14.17,"22,397 ",
20231113 ,11,0.0239,0.0162,0.45,0.0029,2,0,2.3,270,54,14.18,"25,783 ",
20231114 ,12,0.0193,0.0235,0.54,0.0031,5,0,1.7,290,66.1,12.94,"26,027 ",
20231115 ,22,0.0078,0.0348,0.8,0.0033,7,0,1.5,20,71.4,10.47,"26,277 ",
20231116 ,31,0.0053,0.0359,0.79,0.0034,6.6,8.4,1.9,50,85,1.09,"25,783 ",
20231117 ,8,0.0195,0.0145,0.42,0.003,1.6,0,2.9,290,59.3,7.42,"26,879 ",
20231118 ,12,0.0256,0.0102,0.42,0.0028,0.6,0,3.5,270,58.9,12.88,"24,034 ",
20231119 ,21,0.0196,0.0239,0.63,0.0031,5.9,0,2.4,50,68.3,7.79,"21,727 ",
20231120 ,14,0.014,0.0261,0.62,0.0032,6.2,0,1.5,270,58.4,12.93,"25,682 ",
20231121 ,18,0.007,0.0411,0.84,0.0039,7.4,0,1.7,20,59.6,12.57,"26,679 ",
20231122 ,24,0.0093,0.0438,0.88,0.0045,9.5,0,1.8,20,68.1,10.28,"26,764 ",
20231123 ,42,0.0283,0.0224,0.74,0.0036,9.9,0.1,3.3,230,71.1,8.41,"26,961 ",
20231124 ,7,0.029,0.0085,0.34,0.0028,-1.5,0,3.8,290,51.8,12.67,"27,514 ",
20231125 ,7,0.0235,0.016,0.43,0.0029,-1.3,0,1.8,270,42.8,12.67,"24,799 ",
20231126 ,13,0.0123,0.0323,0.57,0.0032,4,0,1.4,50,43.6,6.39,"21,557 ",
20231127 ,23,0.0106,0.0306,0.7,0.0032,6.2,3.6,2.4,50,82.9,2.35,"25,951 ",
20231128 ,16,0.0264,0.0134,0.48,0.0031,1.3,0,3.3,270,58,9.86,"26,336 ",
20231129 ,8,0.0191,0.0226,0.49,0.0031,-1.4,0,2.6,50,59,4.75,"26,921 ",
20231130 ,6,0.0297,0.0109,0.37,0.0029,-4.3,0,2.8,290,48.5,12.44,"26,771 ",
20231201 ,22,9,0.0222,0.0181,0.46,0.003,0,2,290,55.3,12.2,"26,959 ",
20231202 ,34,16,0.0122,0.0323,0.67,0.0034,0,2.4,50,60.8,8.25,"23,965 ",
20231203 ,36,18,0.0238,0.0175,0.57,0.0036,0,1.7,290,56.3,11.62,"20,944 ",
20231204 ,39,22,0.004,0.0441,0.94,0.0038,0,1.6,20,59.5,10.39,"25,782 ",
20231205 ,40,25,0.0061,0.044,0.84,0.0041,0,2,50,55.4,8.09,"25,341 ",
20231206 ,62,46,0.0074,0.0417,1.02,0.0043,3.8,2.3,50,76.1,1.87,"25,928 ",
20231207 ,58,15,0.0168,0.0256,0.57,0.004,0,2.6,230,64,9.35,"26,410 ",
20231208 ,72,20,0.0269,0.0297,0.67,0.0037,0,3,200,73.4,7.54,"26,750 ",
20231209 ,65,28,0.0407,0.022,0.6,0.0033,0,2,200,82.9,4.05,"23,207 ",
20231210 ,70,30,0.0219,0.0213,0.68,0.0033,0,,,67.9,,"20,897 ",
20231211 ,7,3,0.0212,0.0171,0.43,0.0028,11.4,,,82.9,1.54,"25,131 ",
20231212 ,11,4,0.0141,0.02,0.51,0.0028,0.4,2.7,50,75.6,6.08,"26,171 ",
20231213 ,16,6,0.0057,0.0297,0.69,0.0033,0,2.4,50,74.1,6.06,"26,423 ",
20231214 ,11,6,0.0105,0.0243,0.54,0.0032,17,4.5,50,85.8,1.46,"25,949 ",
